Date,PH
2017/3/9,7.51E-05
2017/3/10,4.32E-05
2017/3/13,2.32E-05
2017/3/14,4.27E-05
2017/3/15,0.000255395
2017/3/16,7.11E-05
2017/3/17,2.94E-05
2017/3/20,2.94E-05
2017/3/21,7.23E-05
2017/3/22,1.71E-05
2017/3/23,8.13E-06
2017/3/24,6.93E-05
2017/3/27,4.43E-05
2017/3/28,0.000313402
2017/3/29,1.16E-05
2017/3/30,4.58E-05
2017/3/31,2.84E-06
2017/4/3,1.97E-05
2017/4/4,1.60E-05
2017/4/5,7.56E-06
2017/4/6,6.89E-06
2017/4/7,2.42E-05
2017/4/10,1.74E-05
2017/4/11,8.21E-06
2017/4/12,0.001162305
2017/4/13,0.000140288
2017/4/17,0.000189694
2017/4/18,6.59E-08
2017/4/19,3.66E-05
2017/4/20,0.000208183
2017/4/21,2.35E-05
2017/4/24,0.00073647
2017/4/25,0.000800827
2017/4/26,1.70E-05
2017/4/27,0.000245889
2017/4/28,5.35E-05
2017/5/1,0.000136836
2017/5/2,8.35E-06
2017/5/3,2.66E-06
2017/5/4,7.68E-07
2017/5/5,1.37E-05
2017/5/8,2.23E-05
2017/5/9,6.30E-08
2017/5/10,2.53E-07
2017/5/11,7.74E-07
2017/5/12,0.000221635
2017/5/15,9.17E-07
2017/5/16,1.47E-07
2017/5/17,0.000529687
2017/5/18,1.65E-05
2017/5/19,0.001010975
2017/5/22,2.27E-05
2017/5/23,3.24E-07
2017/5/24,8.57E-05
2017/5/25,9.08E-06
2017/5/26,1.91E-06
2017/5/30,1.93E-07
2017/5/31,0.000137889
2017/6/1,0.000146873
2017/6/2,2.83E-05
2017/6/5,0.00039671
2017/6/6,6.80E-05
2017/6/7,0.000406619
2017/6/8,0.000145056
2017/6/9,0.000259612
2017/6/12,3.28E-07
2017/6/13,7.00E-05
2017/6/14,7.43E-05
2017/6/15,0.00020583
2017/6/16,0.000407589
2017/6/19,0.000113287
2017/6/20,2.50E-05
2017/6/21,0.001136064
2017/6/22,2.03E-05
2017/6/23,0.00019791
2017/6/26,0.000261366
2017/6/27,2.94E-05
2017/6/28,0.000129802
2017/6/29,3.71E-05
2017/6/30,0.00030569
2017/7/3,7.61E-05
2017/7/5,2.46E-07
2017/7/6,0.000111158
2017/7/7,8.20E-05
2017/7/10,0.000228387
2017/7/11,1.99E-06
2017/7/12,1.73E-05
2017/7/13,4.01E-05
2017/7/14,1.78E-06
2017/7/17,3.02E-05
2017/7/18,1.84E-05
2017/7/19,8.16E-05
2017/7/20,2.31E-05
2017/7/21,7.38E-05
2017/7/24,7.25E-07
2017/7/25,9.15E-05
2017/7/26,6.38E-05
2017/7/27,1.29E-05
2017/7/28,1.71E-05
2017/7/31,5.53E-05
2017/8/1,7.81E-05
2017/8/2,1.79E-06
2017/8/3,3.83E-05
2017/8/4,4.46E-05
2017/8/7,0.000125576
2017/8/8,2.14E-05
2017/8/9,1.48E-05
2017/8/10,0.001103055
2017/8/11,6.49E-05
2017/8/14,6.19E-05
2017/8/15,1.96E-07
2017/8/16,1.43E-05
2017/8/17,0.000419697
2017/8/18,7.31E-06
2017/8/21,0
2017/8/22,0.00064158
2017/8/23,9.83E-05
2017/8/24,4.43E-06
2017/8/25,2.16E-05
2017/8/28,4.94E-05
2017/8/29,2.48E-05
2017/8/30,6.21E-05
2017/8/31,7.16E-06
2017/9/1,0.000143658
2017/9/5,0.000362301
2017/9/6,3.76E-06
2017/9/7,5.76E-05
2017/9/8,0.000238039
2017/9/11,0.000530789
2017/9/12,7.33E-05
2017/9/13,7.42E-05
2017/9/14,3.19E-08
2017/9/15,0.00010995
2017/9/18,0.000526858
2017/9/19,0.000197926
2017/9/20,1.29E-06
2017/9/21,4.66E-06
2017/9/22,4.62E-05
2017/9/25,1.69E-06
2017/9/26,0.000275188
2017/9/27,7.87E-05
2017/9/28,2.92E-06
2017/9/29,2.08E-05
2017/10/2,4.21E-05
2017/10/3,3.14E-05
2017/10/4,4.59E-06
2017/10/5,2.32E-06
2017/10/6,2.04E-07
2017/10/9,7.16E-07
2017/10/10,9.19E-07
2017/10/11,1.14E-07
2017/10/12,0.000198602
2017/10/13,3.15E-06
2017/10/16,3.12E-05
2017/10/17,7.60E-08
2017/10/18,1.21E-06
2017/10/19,3.70E-06
2017/10/20,0.000184627
2017/10/23,7.87E-05
2017/10/24,7.49E-05
2017/10/25,1.80E-05
2017/10/26,3.90E-05
2017/10/27,2.66E-05
2017/10/30,0.000112491
2017/10/31,1.35E-05
2017/11/1,1.16E-05
2017/11/2,0.00077275
2017/11/3,8.73E-05
2017/11/6,1.69E-05
2017/11/7,2.11E-05
2017/11/8,1.05E-05
2017/11/9,0.000104106
2017/11/10,3.64E-07
2017/11/13,2.62E-05
2017/11/14,8.16E-05
2017/11/15,1.12E-07
2017/11/16,0.000201582
2017/11/17,4.81E-08
2017/11/20,9.40E-06
2017/11/21,5.73E-05
2017/11/22,3.01E-06
2017/11/24,5.23E-05
2017/11/27,8.34E-06
2017/11/28,0.000107978
2017/11/29,5.81E-05
2017/11/30,0.000290775
2017/12/1,5.52E-06
2017/12/4,4.14E-05
2017/12/5,6.92E-05
2017/12/6,0.000118816
2017/12/7,0.000701211
2017/12/8,7.37E-05
2017/12/11,2.92E-05
2017/12/12,1.74E-07
2017/12/13,0.000217419
2017/12/14,0.000242728
2017/12/15,0.000175989
2017/12/18,0.000389109
2017/12/19,9.18E-08
2017/12/20,2.49E-05
2017/12/21,9.99E-06
2017/12/22,4.87E-06
2017/12/26,2.42E-06
2017/12/27,2.28E-08
2017/12/28,2.27E-06
2017/12/29,3.44E-06
2018/1/2,2.26E-06
2018/1/3,6.60E-05
2018/1/4,2.07E-05
2018/1/5,4.62E-05
2018/1/8,7.23E-05
2018/1/9,7.35E-05
2018/1/10,1.18E-05
2018/1/11,7.03E-05
2018/1/12,6.53E-05
2018/1/16,3.83E-07
2018/1/17,1.79E-05
2018/1/18,1.52E-06
2018/1/19,3.60E-06
2018/1/22,1.14E-05
2018/1/23,1.84E-05
2018/1/24,5.72E-06
2018/1/25,4.02E-05
2018/1/26,0.000106245
2018/1/29,0.000235072
2018/1/30,7.84E-05
2018/1/31,0.000253086
2018/2/1,0.00162166
2018/2/2,0.00021714
2018/2/5,0.002151117
2018/2/6,0.0007115
2018/2/7,0.000380327
2018/2/8,0.002078428
2018/2/9,0.000183499
2018/2/12,0.000522506
2018/2/13,4.06E-05
2018/2/14,0.00049844
2018/2/15,1.61E-05
2018/2/16,5.88E-05
2018/2/20,7.79E-05
2018/2/21,2.92E-06
2018/2/22,0.000205856
2018/2/23,3.63E-06
2018/2/26,0.000115096
2018/2/27,0.000396906
2018/2/28,0.000360295
2018/3/1,4.33E-05
2018/3/2,9.84E-05
2018/3/5,7.93E-05
2018/3/6,1.65E-05
2018/3/7,6.70E-05
2018/3/8,0.000711999
2018/3/9,0.000869031
2018/3/12,0.00052337
2018/3/13,7.54E-06
2018/3/14,0.000176491
2018/3/15,1.19E-05
2018/3/16,0.000210227
2018/3/19,1.97E-05
2018/3/20,6.95E-05
2018/3/21,5.64E-05
2018/3/22,0.001081573
2018/3/23,0.001476638
2018/3/26,0.000979333
2018/3/27,0.000610009
2018/3/28,0.000170496
2018/3/29,0.000288404
2018/4/2,0.000695021
2018/4/3,0.00016905
2018/4/4,0.000166242
2018/4/5,5.14E-05
2018/4/6,0.000779267
2018/4/9,1.58E-06
2018/4/10,0.00093057
2018/4/11,0.000143076
2018/4/12,0.000164638
2018/4/13,2.15E-07
2018/4/16,0.000138252
2018/4/17,5.76E-05
2018/4/18,0.000217065
2018/4/19,0.000165334
2018/4/20,1.42E-06
2018/4/23,0.000646963
2018/4/24,0.002638546
2018/4/25,0.000880588
2018/4/26,0.001196073
2018/4/27,0.000125333
2018/4/30,2.13E-06
2018/5/1,0.00040584
2018/5/2,7.98E-07
2018/5/3,1.07E-05
2018/5/4,0.000231259
2018/5/7,6.64E-06
2018/5/8,1.23E-05
2018/5/9,0.000590427
2018/5/10,2.77E-06
2018/5/11,2.48E-05
2018/5/14,5.55E-05
2018/5/15,1.70E-06
2018/5/16,1.41E-06
2018/5/17,6.67E-05
2018/5/18,1.86E-05
2018/5/21,0.000341442
2018/5/22,0.000545115
2018/5/23,4.56E-06
2018/5/24,4.11E-06
2018/5/25,3.90E-06
2018/5/29,0.000632727
2018/5/30,0.000201589
2018/5/31,0.000617496
2018/6/1,0.000110996
2018/6/4,7.75E-06
2018/6/5,2.37E-05
2018/6/6,4.09E-05
2018/6/7,5.53E-05
2018/6/8,1.93E-05
2018/6/11,1.45E-06
2018/6/12,3.58E-06
2018/6/13,0.000137449
2018/6/14,1.79E-06
2018/6/15,3.34E-05
2018/6/18,6.48E-05
2018/6/19,0.001271804
2018/6/20,2.75E-05
2018/6/21,0.001367029
2018/6/22,5.03E-05
2018/6/25,0.000107062
2018/6/26,2.02E-07
2018/6/27,0.000145755
2018/6/28,3.17E-05
2018/6/29,4.31E-05
2018/7/2,2.37E-06
2018/7/3,2.12E-05
2018/7/5,2.96E-06
2018/7/6,2.74E-06
2018/7/9,0.000352006
2018/7/10,2.25E-06
2018/7/11,0.000169501
2018/7/12,1.63E-05
2018/7/13,0.000330575
2018/7/16,0.000569909
2018/7/17,4.40E-05
2018/7/18,0.000436105
2018/7/19,0.000331843
2018/7/20,9.61E-05
2018/7/23,0.000524141
2018/7/24,0.000148667
2018/7/25,7.64E-05
2018/7/26,0.00015291
2018/7/27,2.13E-05
2018/7/30,3.08E-05
2018/7/31,0.001110263
2018/8/1,0.000410355
2018/8/2,0.001228773
2018/8/3,2.99E-05
2018/8/6,0.000106559
2018/8/7,1.45E-06
2018/8/8,5.71E-05
2018/8/9,0.000108454
2018/8/10,0.000311205
2018/8/13,1.84E-05
2018/8/14,4.12E-05
2018/8/15,2.83E-06
2018/8/16,0.000109333
2018/8/17,6.20E-05
2018/8/20,9.74E-06
2018/8/21,0.00013259
2018/8/22,6.58E-05
2018/8/23,8.87E-05
2018/8/24,0.000206958
2018/8/27,0.00050732
2018/8/28,7.53E-06
2018/8/29,1.46E-05
2018/8/30,1.68E-05
2018/8/31,8.46E-06
2018/9/4,2.41E-05
2018/9/5,0.000107362
2018/9/6,5.14E-05
2018/9/7,3.83E-07
2018/9/10,0.00021094
2018/9/11,4.43E-07
2018/9/12,0.000300313
2018/9/13,5.22E-05
2018/9/14,0.000176513
2018/9/17,2.57E-06
2018/9/18,5.86E-05
2018/9/19,7.03E-05
2018/9/20,2.48E-08
2018/9/21,1.35E-07
2018/9/24,2.44E-05
2018/9/25,5.26E-05
2018/9/26,6.31E-05
2018/9/27,2.25E-06
2018/9/28,0.000192545
2018/10/1,2.60E-05
2018/10/2,2.91E-09
2018/10/3,8.51E-06
2018/10/4,5.39E-06
2018/10/5,0.000200394
2018/10/8,2.45E-05
2018/10/9,0.000298814
2018/10/10,0.001264075
2018/10/11,0.001495758
2018/10/12,0.000104313
2018/10/15,0.000519479
2018/10/16,9.13E-05
2018/10/17,0.000244214
2018/10/18,0.000397865
2018/10/19,8.47E-05
2018/10/22,7.10E-06
2018/10/23,0.001227101
2018/10/24,0.001372884
2018/10/25,1.86E-06
2018/10/26,7.21E-05
2018/10/29,2.73E-06
2018/10/30,0.000443312
2018/10/31,0.000490118
2018/11/1,0.002466091
2018/11/2,0.00020536
2018/11/5,0.000226275
2018/11/6,0.000343556
2018/11/7,0.0005211
2018/11/8,1.83E-05
2018/11/9,0.000470691
2018/11/12,0.00018823
2018/11/13,1.37E-05
2018/11/14,0.000189611
2018/11/15,0.000365944
2018/11/16,6.45E-05
2018/11/19,0.000487236
2018/11/20,0.000543102
2018/11/21,2.15E-05
2018/11/23,3.22E-05
2018/11/26,0.000278076
2018/11/27,0.000142025
2018/11/28,0.000762284
2018/11/29,1.41E-08
2018/11/30,0.000339308
2018/12/3,0.000327135
2018/12/4,0.002600883
2018/12/6,0.000364943
2018/12/7,0.001537512
2018/12/10,2.23E-05
2018/12/11,0.000253733
2018/12/12,0.000183844
2018/12/13,0.000101101
2018/12/14,0.000481357
2018/12/17,6.05E-05
2018/12/18,5.94E-05
2018/12/19,5.12E-05
2018/12/20,0.00014547
2018/12/21,3.96E-06
2018/12/24,0.000972554
2018/12/26,0.002383411
2018/12/27,0.000144204
2018/12/28,0.000131526
2018/12/31,3.58E-05
2019/1/2,6.97E-05
2019/1/3,0.001413922
2019/1/4,0.001921346
2019/1/7,1.32E-05
2019/1/8,0.000426708
2019/1/9,5.94E-05
2019/1/10,0.000118479
2019/1/11,1.60E-08
2019/1/14,0.000132787
2019/1/15,0.000129929
2019/1/16,8.38E-05
2019/1/17,0.000550737
2019/1/18,0.000340298
2019/1/22,0.000666087
2019/1/23,9.55E-05
2019/1/24,6.40E-05
2019/1/25,0.000335047
2019/1/28,0.000436864
2019/1/29,0.000778175
2019/1/30,0.000310069
2019/1/31,1.33E-06
2019/2/1,6.51E-06
2019/2/4,4.45E-05
2019/2/5,1.88E-05
2019/2/6,1.60E-06
2019/2/7,0.000320085
2019/2/8,1.84E-06
2019/2/11,0.000115323
2019/2/12,0.001401549
2019/2/13,5.62E-05
2019/2/14,0.000182583
2019/2/15,0.00071752
2019/2/19,3.62E-06
2019/2/20,0.000132931
2019/2/21,5.22E-06
2019/2/22,2.24E-05
2019/2/25,7.44E-06
2019/2/26,3.30E-05
2019/2/27,0.000170028
2019/2/28,6.09E-05
2019/3/1,3.90E-07
2019/3/4,7.13E-05
2019/3/5,1.31E-06
2019/3/6,0.000151058
2019/3/7,0.000119166
2019/3/8,6.24E-05
2019/3/11,0.000321889
2019/3/12,3.67E-05
2019/3/13,8.03E-05
2019/3/14,0.000230406
2019/3/15,2.10E-05
2019/3/18,0.000364142
2019/3/19,7.29E-05
2019/3/20,0.00046202
2019/3/21,1.26E-05
2019/3/22,0.001352187
2019/3/25,4.07E-06
2019/3/26,0.000100553
2019/3/27,5.49E-05
2019/3/28,0.000310145
2019/3/29,0.000145828
2019/4/1,0.001279508
2019/4/2,3.88E-06
2019/4/3,0.000119352
2019/4/4,0.000148443
2019/4/5,8.98E-05
2019/4/8,3.98E-05
2019/4/9,0.000398998
2019/4/10,0.000138288
2019/4/11,0.000233728
2019/4/12,0.000218833
2019/4/15,1.72E-05
2019/4/16,1.63E-05
2019/4/17,6.23E-06
2019/4/18,8.77E-05
2019/4/22,2.77E-09
2019/4/23,9.35E-06
2019/4/24,0.000100634
2019/4/25,0.000867238
2019/4/26,2.88E-05
2019/4/29,6.58E-06
2019/4/30,0.000171931
2019/5/1,3.65E-05
2019/5/2,0.000482368
2019/5/3,0.000448801
2019/5/6,0.000246214
2019/5/7,0.000438753
2019/5/8,6.86E-05
2019/5/9,1.67E-05
2019/5/10,0.00011476
2019/5/13,0.002107337
2019/5/14,4.14E-05
2019/5/15,0.000174602
2019/5/16,4.52E-06
2019/5/17,0.001116717
2019/5/20,2.64E-05
2019/5/21,0.000319278
2019/5/22,0.000165187
2019/5/23,0.001068251
2019/5/24,4.08E-06
2019/5/28,0.00038102
2019/5/29,2.20E-05
2019/5/30,5.40E-05
2019/5/31,0.000962625
2019/6/3,0.000648905
2019/6/4,0.000972731
2019/6/5,5.23E-05
2019/6/6,4.93E-06
2019/6/7,0.000464613
2019/6/10,5.75E-05
2019/6/11,2.81E-06
2019/6/12,0.000182182
2019/6/13,3.37E-05
2019/6/14,9.29E-05
2019/6/17,0.00026672
2019/6/18,0.00093275
2019/6/19,4.10E-05
2019/6/20,0.000686461
2019/6/21,3.68E-05
2019/6/24,5.29E-05
2019/6/25,5.29E-05
2019/6/26,9.72E-05
2019/6/27,0.000111729
2019/6/28,8.50E-05
2019/7/1,3.11E-08
2019/7/2,0.000207326
2019/7/3,3.98E-05
2019/7/5,0.000139535
2019/7/8,2.37E-05
2019/7/9,0.000223401
2019/7/10,9.69E-05
2019/7/11,0.000104242
2019/7/12,0.001155265
2019/7/15,6.05E-05
2019/7/16,0.00037493
2019/7/17,0.000467892
2019/7/18,9.34E-05
2019/7/19,0.000524427
2019/7/22,1.60E-05
2019/7/23,0.001356995
2019/7/24,7.83E-05
2019/7/25,2.92E-05
2019/7/26,0.000185765
2019/7/29,0.000145932
2019/7/30,0.000526346
2019/7/31,9.56E-05
2019/8/1,0.000162844
2019/8/2,0.00051268
2019/8/5,0.001102913
2019/8/6,0.000471914
2019/8/7,0.000211148
2019/8/8,0.00028234
2019/8/9,0.000311655
2019/8/12,0.000340997
2019/8/13,0.000640674
2019/8/14,0.001725714
2019/8/15,6.54E-05
2019/8/16,0.000691563
2019/8/19,0.00046308
2019/8/20,0.000130771
2019/8/21,1.43E-05
2019/8/22,5.07E-06
2019/8/23,0.001585765
2019/8/26,1.12E-05
2019/8/27,9.04E-07
2019/8/28,8.36E-05
2019/8/29,0.000903363
2019/8/30,9.76E-05
2019/9/3,0.000863379
2019/9/4,0.000190988
2019/9/5,0.002536281
2019/9/6,0.000114935
2019/9/9,0.000511903
2019/9/10,0.000455935
2019/9/11,0.000300496
2019/9/12,0.000244179
2019/9/13,1.20E-05
2019/9/16,0.000284894
2019/9/17,7.79E-08
2019/9/18,1.25E-08
2019/9/19,4.83E-05
2019/9/20,2.19E-05
2019/9/23,0.000504127
2019/9/24,0.000350876
2019/9/25,0.000338572
2019/9/26,2.38E-05
2019/9/27,3.56E-06
2019/9/30,6.90E-07
2019/10/1,0.000750284
2019/10/2,0.00064595
2019/10/3,2.62E-05
2019/10/4,0.00021777
2019/10/7,0.000504091
2019/10/8,0.000640387
2019/10/9,5.41E-05
2019/10/10,0.000295476
2019/10/11,0.002587309
2019/10/14,4.49E-05
2019/10/15,0.000136857
2019/10/16,2.95E-06
2019/10/17,0.000285223
2019/10/18,4.40E-05
2019/10/21,3.91E-05
2019/10/22,0.000357407
2019/10/23,1.03E-05
2019/10/24,8.69E-05
2019/10/25,0.000691678
2019/10/28,3.00E-06
2019/10/29,0.000179823
2019/10/30,2.73E-05
2019/10/31,0.003073609
2019/11/1,0.004282931
2019/11/4,0.000188754
2019/11/5,6.34E-08
2019/11/6,6.57E-06
2019/11/7,2.19E-05
2019/11/8,2.58E-06
2019/11/11,1.31E-05
2019/11/12,4.17E-05
2019/11/13,0.000119759
2019/11/14,3.42E-05
2019/11/15,0.000150787
2019/11/18,1.66E-07
2019/11/19,2.65E-06
2019/11/20,4.15E-05
2019/11/21,8.44E-05
2019/11/22,3.22E-05
2019/11/25,0.000434777
2019/11/26,7.14E-05
2019/11/27,7.55E-06
2019/11/29,2.72E-05
2019/12/2,4.37E-05
2019/12/3,4.57E-05
2019/12/4,4.50E-05
2019/12/5,9.56E-05
2019/12/6,0.00021857
2019/12/9,2.03E-05
2019/12/10,2.03E-05
2019/12/11,0.000375513
2019/12/12,0.000202873
2019/12/13,0.0001827
2019/12/16,2.82E-05
2019/12/17,0.000354134
2019/12/18,0.000188997
2019/12/19,1.71E-06
2019/12/20,8.16E-06
2019/12/23,4.11E-05
2019/12/24,7.13E-05
2019/12/26,3.30E-05
2019/12/27,9.24E-06
2019/12/30,3.61E-05
2019/12/31,8.50E-08
2020/1/2,0.000361367
2020/1/3,0.000200586
2020/1/6,1.89E-07
2020/1/7,4.13E-06
2020/1/8,4.59E-07
2020/1/9,5.84E-06
2020/1/10,7.79E-05
2020/1/13,0.000179604
2020/1/14,4.05E-05
2020/1/15,4.75E-05
2020/1/16,0.000136149
2020/1/17,1.31E-05
2020/1/21,0.000585815
2020/1/22,0.000272835
2020/1/23,0.000234982
2020/1/24,0.000311397
2020/1/27,0.00047171
2020/1/28,0.0002024
2020/1/29,0.00012583
2020/1/30,0.000920269
2020/1/31,0.00222874
2020/2/3,0.000153551
2020/2/4,0.001563028
2020/2/5,0.000430233
2020/2/6,1.91E-06
